path,category,layer,total_hits,jorge,business_360,revolutia,monk,people,clients_360,notion_ids,hardcoded_paths,cal_com,personal_email
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_revolutia/clases/2026-05-06 - Jornada Bienvenida - Guion Rápido Jorge.md,NEEDS_CLEANUP,L5-context-file,5,4,1,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_revolutia/proyectos/Auditoría de Procesos/consolidado/Mapa de Procesos.md,NEEDS_CLEANUP,L5-context-file,5,0,0,4,0,1,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_revolutia/proyectos/Auditoría de Procesos/empleados/Cristina Rojas - Administrativo.md,NEEDS_CLEANUP,L5-context-file,5,0,0,3,0,2,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_revolutia/proyectos/Validar SAAS Revolutia/Workshop Materials/Scripts/Script-Cold-Call.md,NEEDS_CLEANUP,L5-context-file,5,0,0,5,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/personal/diario/01. Daily/12-04-2026.md,NEEDS_CLEANUP,L5-journal,5,0,0,0,2,0,3,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/personal/diario/01. Daily/25-01-2026.md,NEEDS_CLEANUP,L5-journal,5,0,2,3,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/.claude/agents/shakes.md,NEEDS_CLEANUP,L3-agent,4,0,4,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/.claude/commands/approval-item.md,NEEDS_CLEANUP,L2-command,4,3,0,0,0,0,0,0,1,0,0
/Users/jorgeguamis/Desktop/.claude/commands/class-prep.md,NEEDS_CLEANUP,L2-command,4,2,0,2,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/.claude/commands/financial-review.md,NEEDS_CLEANUP,L2-command,4,1,1,0,0,0,0,2,0,0,0
/Users/jorgeguamis/Desktop/.claude/commands/helios-healthcheck.md,NEEDS_CLEANUP,L2-command,4,2,0,0,0,0,0,0,2,0,0
/Users/jorgeguamis/Desktop/.claude/commands/invoice.md,NEEDS_CLEANUP,L2-command,4,0,1,0,0,0,1,2,0,0,0
/Users/jorgeguamis/Desktop/.claude/commands/new-lead.md,NEEDS_CLEANUP,L2-command,4,0,3,0,0,0,0,1,0,0,0
/Users/jorgeguamis/Desktop/.claude/context/constraints.md,NEEDS_CLEANUP,L1-context,4,4,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/.claude/execution/approval_item.py,NEEDS_CLEANUP,L1-script,4,3,0,0,0,0,0,0,1,0,0
/Users/jorgeguamis/Desktop/.claude/scripts/claude-telegram.sh,NEEDS_CLEANUP,L1-script,4,2,0,0,0,0,0,0,2,0,0
/Users/jorgeguamis/Desktop/.claude/skills/daily-reflection/SKILL.md,NEEDS_CLEANUP,L2-skill,4,3,0,0,0,0,0,1,0,0,0
/Users/jorgeguamis/Desktop/Life OS/.claude/agents/shakes.md,NEEDS_CLEANUP,L3-agent,4,0,4,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/.claude/commands/approval-item.md,NEEDS_CLEANUP,L2-command,4,3,0,0,0,0,0,0,1,0,0
/Users/jorgeguamis/Desktop/Life OS/.claude/commands/class-prep.md,NEEDS_CLEANUP,L2-command,4,2,0,2,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/.claude/commands/financial-review.md,NEEDS_CLEANUP,L2-command,4,1,1,0,0,0,0,2,0,0,0
/Users/jorgeguamis/Desktop/Life OS/.claude/commands/helios-healthcheck.md,NEEDS_CLEANUP,L2-command,4,2,0,0,0,0,0,0,2,0,0
/Users/jorgeguamis/Desktop/Life OS/.claude/commands/invoice.md,NEEDS_CLEANUP,L2-command,4,0,1,0,0,0,1,2,0,0,0
/Users/jorgeguamis/Desktop/Life OS/.claude/commands/new-lead.md,NEEDS_CLEANUP,L2-command,4,0,3,0,0,0,0,1,0,0,0
/Users/jorgeguamis/Desktop/Life OS/.claude/context/constraints.md,NEEDS_CLEANUP,L1-context,4,4,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/.claude/execution/approval_item.py,NEEDS_CLEANUP,L1-script,4,3,0,0,0,0,0,0,1,0,0
/Users/jorgeguamis/Desktop/Life OS/.claude/scripts/claude-telegram.sh,NEEDS_CLEANUP,L1-script,4,2,0,0,0,0,0,0,2,0,0
/Users/jorgeguamis/Desktop/Life OS/.claude/skills/daily-reflection/SKILL.md,NEEDS_CLEANUP,L2-skill,4,3,0,0,0,0,0,1,0,0,0
/Users/jorgeguamis/Desktop/Life OS/00. Inbox/selenia/Overnight Bootstrap - 2026-05-03.md,NEEDS_CLEANUP,other,4,2,0,0,0,0,0,0,2,0,0
/Users/jorgeguamis/Desktop/Life OS/00. Inbox/selenia/Overnight Cycle - 2026-05-06-1251.md,NEEDS_CLEANUP,other,4,4,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/01. Atomic Notes/Content Dialectics.md,NEEDS_CLEANUP,other,4,1,1,2,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/01. Atomic Notes/Pioneer Trademark Marketing.md,NEEDS_CLEANUP,other,4,1,2,1,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/01. Atomic Notes/Self-Driving Community Model.md,NEEDS_CLEANUP,other,4,1,0,3,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/01. Atomic Notes/Trust Economy.md,NEEDS_CLEANUP,other,4,1,2,1,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/01. Atomic Notes/Visual-Verbal Branding Sync.md,NEEDS_CLEANUP,other,4,2,1,1,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/clientes/activos/CPD Electricidad/01. Discovery/CPD Electricidad - David Fernandez - Sales Call Script.md,NEEDS_CLEANUP,L5-context-file,4,0,0,0,0,0,4,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/clientes/activos/Cuchillas Castillo/04. Diagnóstico/Auditoría de Procesos/consolidado/Mapa de Procesos.md,NEEDS_CLEANUP,L5-context-file,4,0,0,0,0,0,4,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/clientes/activos/LabArmonia/04. Diagnóstico/Auditoría de Procesos/empleados/Jorge Olmedo.md,NEEDS_CLEANUP,L5-context-file,4,4,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/clientes/activos/LabArmonia/04. Diagnóstico/Auditoría de Procesos/empleados/Marina Fernando Ferrando.md,NEEDS_CLEANUP,L5-context-file,4,4,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/clientes/activos/LabArmonia/04. Diagnóstico/Auditoría de Procesos/seguimiento/Plan Touchpoints Alfonso - 22-04-2026.md,NEEDS_CLEANUP,L5-context-file,4,1,1,0,0,0,2,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/clientes/archivo/Calzados Keslem/Calzados Keslem - Génesis - Discovery Call.md,NEEDS_CLEANUP,L5-context-file,4,1,1,0,0,0,2,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/clientes/archivo/Noctorial/Noctorial - Jaime - Discovery Call.md,NEEDS_CLEANUP,L5-context-file,4,0,0,4,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/clientes/archivo/SINBLAT/SINBLAT - Discovery Call Prep.md,NEEDS_CLEANUP,L5-context-file,4,1,3,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/clientes/leads (pipeline)/Querkus/Querkus - Discovery Call.md,NEEDS_CLEANUP,L5-context-file,4,3,1,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_revolutia/proyectos/Auditoría de Procesos/consolidado/Cuellos de Botella.md,NEEDS_CLEANUP,L5-context-file,4,0,0,4,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_revolutia/proyectos/Auditoría de Procesos/consolidado/Mapa de Herramientas.md,NEEDS_CLEANUP,L5-context-file,4,0,0,4,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_revolutia/proyectos/Auditoría de Procesos/iniciativas/Doc Maestro Lanzamiento/06 - Biblioteca de Angles y Hooks.md,NEEDS_CLEANUP,L5-context-file,4,2,0,2,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_revolutia/proyectos/FigJam - Cambios Manuales Pendientes.md,NEEDS_CLEANUP,L5-context-file,4,0,0,4,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/investigacion/proyectos/VISUAL AI SOFTWARE/00. Fundamentos/Patrones de Éxito y Fracaso en Software - Análisis para Visual AI.md,NEEDS_CLEANUP,L5-context-file,4,4,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/personal/diario/01. Daily/06-03-2026.md,NEEDS_CLEANUP,L5-journal,4,0,2,2,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/personal/diario/01. Daily/07-03-2026.md,NEEDS_CLEANUP,L5-journal,4,0,2,2,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/personal/diario/01. Daily/20-02-2026.md,NEEDS_CLEANUP,L5-journal,4,0,2,2,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/personal/diario/01. Daily/21-02-2026.md,NEEDS_CLEANUP,L5-journal,4,0,2,2,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/personal/diario/01. Daily/24-02-2026.md,NEEDS_CLEANUP,L5-journal,4,0,2,2,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/personal/diario/01. Daily/24-03-2026.md,NEEDS_CLEANUP,L5-journal,4,0,2,2,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/personal/diario/01. Daily/28-03-2026.md,NEEDS_CLEANUP,L5-journal,4,0,2,2,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/personal/relaciones/_README.md,NEEDS_CLEANUP,L5-context-file,4,0,1,1,0,2,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/03. Sistema/templates/Daily Note.md,NEEDS_CLEANUP,L1-template,4,0,2,2,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/.claude/commands/expense.md,NEEDS_CLEANUP,L2-command,3,0,0,0,0,0,1,2,0,0,0
/Users/jorgeguamis/Desktop/.claude/commands/pipeline.md,NEEDS_CLEANUP,L2-command,3,1,2,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/.claude/commands/proposal-to-html.md,NEEDS_CLEANUP,L2-command,3,0,1,0,0,0,2,0,0,0,0
/Users/jorgeguamis/Desktop/.claude/skills/audit-processor/SKILL.md,NEEDS_CLEANUP,L2-skill,3,0,3,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/.claude/skills/content-pipeline/SKILL.md,NEEDS_CLEANUP,L2-skill,3,3,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/.claude/commands/expense.md,NEEDS_CLEANUP,L2-command,3,0,0,0,0,0,1,2,0,0,0
/Users/jorgeguamis/Desktop/Life OS/.claude/commands/pipeline.md,NEEDS_CLEANUP,L2-command,3,1,2,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/.claude/commands/proposal-to-html.md,NEEDS_CLEANUP,L2-command,3,0,1,0,0,0,2,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/.claude/skills/audit-processor/SKILL.md,NEEDS_CLEANUP,L2-skill,3,0,3,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/.claude/skills/content-pipeline/SKILL.md,NEEDS_CLEANUP,L2-skill,3,3,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/00. Inbox/selenia/Overnight Cycle - 2026-05-03-0052.md,NEEDS_CLEANUP,other,3,2,0,0,0,0,0,0,1,0,0
/Users/jorgeguamis/Desktop/Life OS/01. Atomic Notes/Atomic Note.md,NEEDS_CLEANUP,other,3,0,0,3,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/01. Atomic Notes/Clawdbot.md,NEEDS_CLEANUP,other,3,3,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/01. Atomic Notes/Glosario de Términos de IA.md,NEEDS_CLEANUP,other,3,0,0,3,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/01. Atomic Notes/Storytelling Fantasy Loop.md,NEEDS_CLEANUP,other,3,1,1,1,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/100M Playbooks - Diagnóstico de Negocio.md,NEEDS_CLEANUP,L5-context-file,3,0,3,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/clientes/activos/Cuchillas Castillo/03. Onboarding/Contrato Cuchillas Castillo 360 Consulting.md,NEEDS_CLEANUP,L5-context-file,3,2,0,0,0,0,1,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/clientes/activos/Cuchillas Castillo/04. Diagnóstico/Auditoría de Procesos/Cuchillas Castillo - Update Nacho 13-03-2026.md,NEEDS_CLEANUP,L5-context-file,3,0,0,0,0,0,3,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/clientes/activos/Cuchillas Castillo/04. Diagnóstico/Auditoría de Procesos/consolidado/Mapa de Herramientas.md,NEEDS_CLEANUP,L5-context-file,3,0,0,0,0,0,3,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/clientes/activos/Cuchillas Castillo/04. Diagnóstico/Auditoría de Procesos/empleados/Ignacio Sáez.md,NEEDS_CLEANUP,L5-context-file,3,2,0,0,0,0,1,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/clientes/activos/Cuchillas Castillo/04. Diagnóstico/Auditoría de Procesos/empleados/Paula Marco Manzanares.md,NEEDS_CLEANUP,L5-context-file,3,2,0,0,0,0,1,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/clientes/activos/Cuchillas Castillo/05. Sensibilización/Casos de Uso Detallados.md,NEEDS_CLEANUP,L5-context-file,3,0,0,0,0,0,3,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/clientes/activos/Cuchillas Castillo/05. Sensibilización/Prep Checklist.md,NEEDS_CLEANUP,L5-context-file,3,1,0,0,0,0,2,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/clientes/archivo/Calzados Keslem/Calzados Keslem - Call Log 2026-02-11.md,NEEDS_CLEANUP,L5-context-file,3,3,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/clientes/archivo/Tictacarea/Tictacarea - Juan Angel.md,NEEDS_CLEANUP,L5-context-file,3,0,2,0,0,1,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_Monk/operativa/Notion Monk - Areas Registry.md,NEEDS_CLEANUP,L5-context-file,3,0,0,0,3,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_Monk/sops/SOP - Reuniones L+V.md,NEEDS_CLEANUP,L5-context-file,3,2,0,0,1,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_revolutia/proyectos/Auditoría de Procesos/empleados/Ernesto Bueno - Mediabuyer.md,NEEDS_CLEANUP,L5-context-file,3,1,0,1,0,1,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_revolutia/proyectos/Auditoría de Procesos/empleados/Ezequiel Martín - Social Media.md,NEEDS_CLEANUP,L5-context-file,3,0,0,3,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_revolutia/proyectos/Auditoría de Procesos/empleados/Pablo Cortés - Content & Audiovisual.md,NEEDS_CLEANUP,L5-context-file,3,0,0,3,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_revolutia/proyectos/Validar SAAS Revolutia/Workshop Materials/Workshops/Workshop-1-Prospecting-Discovery.md,NEEDS_CLEANUP,L5-context-file,3,0,0,3,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_revolutia/reportes/2026-03-17 - Comparativa Lanzamientos ENE-FEB-MAR 2026.md,NEEDS_CLEANUP,L5-context-file,3,0,0,3,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/personal/diario/01. Daily/02-02-2026.md,NEEDS_CLEANUP,L5-journal,3,0,1,2,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/personal/frameworks/Personal Profile.md,NEEDS_CLEANUP,L5-framework-filled,3,0,1,2,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/03. Sistema/Squad Board.md,NEEDS_CLEANUP,other,3,3,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/.claude/Life OS/02. Areas/business_360/clientes/leads (pipeline)/Oche Barber/Oche Barber - Propuesta IA para Yeazy.md,NEEDS_CLEANUP,L5-context-file,2,0,2,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/.claude/agents/many.md,NEEDS_CLEANUP,L3-agent,2,1,0,1,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/.claude/commands/audit.md,NEEDS_CLEANUP,L2-command,2,0,2,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/.claude/commands/process-inbox.md,NEEDS_CLEANUP,L2-command,2,0,0,2,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/.claude/commands/reflect.md,NEEDS_CLEANUP,L2-command,2,1,0,0,0,0,0,1,0,0,0
/Users/jorgeguamis/Desktop/.claude/commands/update-lead.md,NEEDS_CLEANUP,L2-command,2,0,2,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/.claude/scripts/create_hermes_crons_from_config.py,NEEDS_CLEANUP,L1-script,2,1,0,0,0,0,0,0,1,0,0
/Users/jorgeguamis/Desktop/.claude/scripts/git_backup_vault.sh,NEEDS_CLEANUP,L1-script,2,1,0,0,0,0,0,0,1,0,0
/Users/jorgeguamis/Desktop/.claude/skills/csv-to-notion-crm/SKILL.md,NEEDS_CLEANUP,L2-skill,2,0,1,0,0,0,0,1,0,0,0
/Users/jorgeguamis/Desktop/.claude/skills/find-broken-links/SKILL.md,NEEDS_CLEANUP,L2-skill,2,1,1,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/.claude/Life OS/02. Areas/business_360/clientes/leads (pipeline)/Oche Barber/Oche Barber - Propuesta IA para Yeazy.md,NEEDS_CLEANUP,L5-context-file,2,0,2,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/.claude/agents/many.md,NEEDS_CLEANUP,L3-agent,2,1,0,1,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/.claude/commands/audit.md,NEEDS_CLEANUP,L2-command,2,0,2,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/.claude/commands/process-inbox.md,NEEDS_CLEANUP,L2-command,2,0,0,2,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/.claude/commands/reflect.md,NEEDS_CLEANUP,L2-command,2,1,0,0,0,0,0,1,0,0,0
/Users/jorgeguamis/Desktop/Life OS/.claude/commands/update-lead.md,NEEDS_CLEANUP,L2-command,2,0,2,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/.claude/scripts/create_hermes_crons_from_config.py,NEEDS_CLEANUP,L1-script,2,1,0,0,0,0,0,0,1,0,0
/Users/jorgeguamis/Desktop/Life OS/.claude/scripts/git_backup_vault.sh,NEEDS_CLEANUP,L1-script,2,1,0,0,0,0,0,0,1,0,0
/Users/jorgeguamis/Desktop/Life OS/.claude/skills/csv-to-notion-crm/SKILL.md,NEEDS_CLEANUP,L2-skill,2,0,1,0,0,0,0,1,0,0,0
/Users/jorgeguamis/Desktop/Life OS/.claude/skills/find-broken-links/SKILL.md,NEEDS_CLEANUP,L2-skill,2,1,1,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/00. Inbox/selenia/Morning Handoff - 2026-05-03.md,NEEDS_CLEANUP,other,2,2,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/00. Inbox/selenia/Overnight Cycle - 2026-05-03-1055.md,NEEDS_CLEANUP,other,2,1,0,0,0,0,0,0,1,0,0
/Users/jorgeguamis/Desktop/Life OS/00. Inbox/selenia/Overnight Cycle - 2026-05-03-1559.md,NEEDS_CLEANUP,other,2,2,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/00. Inbox/selenia/Overnight Cycle - 2026-05-03-1631.md,NEEDS_CLEANUP,other,2,2,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/00. Inbox/selenia/Overnight Cycle - 2026-05-06-1455.md,NEEDS_CLEANUP,other,2,1,0,0,0,0,1,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/01. Atomic Notes/01. List Building- Flujo de Trabajo Content Architect.md,NEEDS_CLEANUP,other,2,0,0,2,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/01. Atomic Notes/02. Construcción de relaciones - Flujo de Trabajo Content Architect.md,NEEDS_CLEANUP,other,2,0,0,2,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/01. Atomic Notes/03. Follow Ups - Flujo de Trabajo Content Architect.md,NEEDS_CLEANUP,other,2,0,0,2,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/01. Atomic Notes/Hábitos Clave para un buen Prompting.md,NEEDS_CLEANUP,other,2,0,0,2,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/01. Atomic Notes/Instagram Growth Schedule.md,NEEDS_CLEANUP,other,2,1,1,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/libros/notas/100M Leads.md,NEEDS_CLEANUP,L5-context-file,2,2,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/youtube/Podcast Worldcast x Jon Hernandez.md,NEEDS_CLEANUP,L5-context-file,2,0,1,1,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/clientes/activos/CPD Electricidad/01. Discovery/David Fernández - Electricista - Discovery Call Prep.md,NEEDS_CLEANUP,L5-context-file,2,2,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/clientes/activos/Cuchillas Castillo/04. Diagnóstico/Auditoría de Procesos/empleados/Pedro Guerrero Cerezo.md,NEEDS_CLEANUP,L5-context-file,2,0,0,0,0,0,2,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/clientes/activos/Cuchillas Castillo/04. Diagnóstico/Auditoría de Procesos/seguimiento/Preguntas Pendientes.md,NEEDS_CLEANUP,L5-context-file,2,0,0,0,0,0,2,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/clientes/activos/LabArmonia/01. Discovery/LabArmonia - Alfonso Higón - Sales Call Script.md,NEEDS_CLEANUP,L5-context-file,2,0,0,0,0,0,2,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/clientes/activos/LabArmonia/03. Onboarding/Contrato LabArmonia 360 Consulting.md,NEEDS_CLEANUP,L5-context-file,2,2,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/clientes/activos/LabArmonia/04. Diagnóstico/Auditoría de Procesos/empleados/Aldo Galvani.md,NEEDS_CLEANUP,L5-context-file,2,0,0,0,0,0,2,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/clientes/activos/LabArmonia/04. Diagnóstico/Auditoría de Procesos/empleados/Elisa Munoz.md,NEEDS_CLEANUP,L5-context-file,2,1,0,0,0,0,1,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/clientes/activos/LabArmonia/04. Diagnóstico/Auditoría de Procesos/empleados/Maria Gomez.md,NEEDS_CLEANUP,L5-context-file,2,2,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/clientes/archivo/Grupo Marjal/Grupo Marjal - Rosalía Sanz - Discovery Call Prep.md,NEEDS_CLEANUP,L5-context-file,2,1,1,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/clientes/archivo/Rascanya Consulting/Rascanya Consulting — Follow-up Sales Call Script.md,NEEDS_CLEANUP,L5-context-file,2,0,2,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/clientes/archivo/SINBLAT/SINBLAT - Sales Call Script.md,NEEDS_CLEANUP,L5-context-file,2,2,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/clientes/archivo/Spain Is Excellence/Contrato Spain Is Excellence 360 Consulting.md,NEEDS_CLEANUP,L5-context-file,2,2,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/clientes/archivo/Tictacarea/Tictacarea - Juan Angel - Sales Call Script.md,NEEDS_CLEANUP,L5-context-file,2,0,0,0,0,2,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/clientes/leads (pipeline)/Quality Energy Consulting/Quality Energy Consulting — Closing Call Script.md,NEEDS_CLEANUP,L5-context-file,2,0,1,0,0,0,1,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_360/cold-outreach/Análisis Listados.md,NEEDS_CLEANUP,L5-context-file,2,0,2,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_revolutia/cursos/Modulo Prompting - Revolutia.md,NEEDS_CLEANUP,L5-context-file,2,0,0,2,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_revolutia/formacion/capacitacion-claude-abril-2026/_research-verificado-ecosistema-claude.md,NEEDS_CLEANUP,L5-context-file,2,0,0,2,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_revolutia/modulos/Módulo LLMs - Elige tu Pokémon IA.md,NEEDS_CLEANUP,L5-context-file,2,0,0,2,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_revolutia/proyectos/Auditoría de Procesos/Template Auditoría de Procesos.md,NEEDS_CLEANUP,L5-context-file,2,0,0,2,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/business_revolutia/proyectos/Auditoría de Procesos/iniciativas/Doc Maestro Lanzamiento/02 - Blackbook Template.md,NEEDS_CLEANUP,L5-context-file,2,1,0,1,0,0,0,0,0,0,0
